gene,gene_id,num_codewords,num_probesets,full_name,location,cell_type,cellchat_pathway,immune_specificity,immune_pathway,exclude_recommended,detection_pct_0041323,detection_pct_0041326
IL10RB,ENSG00000243646,3,3,Interleukin-10 receptor subunit beta (IL-10 receptor subunit beta) (IL-10R subunit beta) (IL-10RB) (Cytokine receptor class-II member 4) (Cytokine receptor family 2 member 4) (CRF2-4) (Interleukin-10 receptor subunit 2) (IL-10R subunit 2) (IL-10R2) (CD antigen CDw210b),Membrane,syncytiotrophoblast cell,IL10,1,TRUE,no,4.974,5.386
IL11,ENSG00000095752,3,3,Interleukin-11 (IL-11) (Adipogenesis inhibitory factor) (AGIF) (Oprelvekin),Secreted,fibroblast of connective tissue of glandular part of prostate,IL6,0,TRUE,no,0.2,0.054
IL11RA,ENSG00000137070,3,3,Interleukin-11 receptor subunit alpha (IL-11 receptor subunit alpha) (IL-11R subunit alpha) (IL-11R-alpha) (IL-11RA),Secreted,Sertoli cell;interstitial cell of Cajal;mesothelial cell;granulosa cell;skin fibroblast;chondrocyte;mesenchymal cell;inflammatory cell,IL6,0,TRUE,no,1.584,2.174
IL12RB1,ENSG00000096996,3,3,Interleukin-12 receptor subunit beta-1 (IL-12 receptor subunit beta-1) (IL-12R subunit beta-1) (IL-12R-beta-1) (IL-12RB1) (IL-12 receptor beta component) (CD antigen CD212),Membrane,,IL12,,TRUE,no,0.125,0.183
IL13RA1,ENSG00000131724,3,3,Interleukin-13 receptor subunit alpha-1 (IL-13 receptor subunit alpha-1) (IL-13R subunit alpha-1) (IL-13R-alpha-1) (IL-13RA1) (Cancer/testis antigen 19) (CT19) (CD antigen CD213a1),Membrane,brush cell;intestinal tuft cell;tuft cell of colon,IL4,0.666666666666667,TRUE,no,12.942,13.914
IL16,ENSG00000172349,3,3,Pro-interleukin-16,Cytoplasm;Nucleus,B-1a B cell;double negative T regulatory cell;group 2 innate lymphoid cell,IL16,0.666666666666667,TRUE,no,1.078,2.041
IL17A,ENSG00000112115,3,3,Interleukin-17A (IL-17) (IL-17A) (Cytotoxic T-lymphocyte-associated antigen 8) (CTLA-8),Secreted,CD4-positive helper T cell;group 3 innate lymphoid cell,IL17,1,TRUE,no,0.065,0.012
IL17B,ENSG00000127743,3,3,Interleukin-17B (IL-17B) (Cytokine Zcyto7) (Interleukin-20) (IL-20) (Neuronal interleukin-17-related factor),Secreted,stem cell;basal cell;muscle cell;smooth muscle cell;enteric smooth muscle cell,IL17,0,TRUE,no,0.017,
IL17F,ENSG00000112116,3,3,Interleukin-17F (IL-17F) (Cytokine ML-1),Secreted,"CD4-positive helper T cell;activated CD4-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;mature NK T cell;type I NK T cell;regulatory T cell",IL17,1,TRUE,no,0.022,
IL17RA,ENSG00000177663,3,3,Interleukin-17 receptor A (IL-17 receptor A) (IL-17RA) (CDw217) (CD antigen CD217),Secreted,"classical monocyte;CD14-positive, CD16-negative classical monocyte;granulocyte;neutrophil;monocyte;CD14-positive monocyte;promonocyte;myeloid lineage restricted progenitor cell",IL17,1,TRUE,no,3.551,4.276
IL17RB,ENSG00000056736,3,3,Interleukin-17 receptor B (IL-17 receptor B) (IL-17RB) (Cytokine receptor-like 4) (IL-17 receptor homolog 1) (IL-17Rh1) (IL17Rh1) (Interleukin-17B receptor) (IL-17B receptor),Secreted,brush cell;intestinal tuft cell;tuft cell of colon,IL17,0.666666666666667,TRUE,no,2.177,2.506
IL18R1,ENSG00000115604,3,3,Interleukin-18 receptor 1 (IL-18R-1) (IL-18R1),Membrane,granulocyte;neutrophil;mast cell;group 3 innate lymphoid cell,IL1,1,TRUE,no,0.512,0.345
IL18RAP,ENSG00000115607,3,3,Interleukin-18 receptor accessory protein (IL-18 receptor accessory protein) (IL-18RAcP),Cell membrane,"mucosal invariant T cell;gamma-delta T cell;mature gamma-delta T cell;innate lymphoid cell;natural killer cell;CD16-negative, CD56-bright natural killer cell, human",IL1,1,TRUE,no,0.074,0.051
IL19,ENSG00000142224,3,3,Interleukin-19 (IL-19) (Melanoma differentiation-associated protein-like protein) (NG.1),Secreted,,IL10,,TRUE,no,0.026,
IL1F10,ENSG00000136697,3,3,Interleukin-1 family member 10 (IL-1F10) (Family of interleukin 1-theta) (FIL1 theta) (Interleukin-1 HY2) (IL-1HY2) (Interleukin-1 theta) (IL-1 theta) (Interleukin-38) (IL-38),Cytoplasm,,IL1,,TRUE,no,0.017,
IL1RL1,ENSG00000115602,2,2,Interleukin-1 receptor-like 1,Secreted,vasa recta ascending limb cell;glomerular capillary endothelial cell;capillary endothelial cell;fenestrated cell;glomerular endothelial cell;basophil;eosinophil;mast cell;mucosal type mast cell;group 2 innate lymphoid cell;fibroblast of breast,IL1,0.545454545454545,TRUE,no,1.634,0.204
IL1RL2,ENSG00000115598,3,3,Interleukin-1 receptor-like 2,Membrane,,IL1,,TRUE,no,0.292,0.118
IL20,ENSG00000162891,3,3,Interleukin-20 (IL-20) (Cytokine Zcyto10),Secreted,stem cell of epidermis;myoepithelial cell;myoepithelial cell of mammary gland,IL10,0,TRUE,no,0.046,
IL21,ENSG00000138684,3,3,Interleukin-21 (IL-21) (Za11),Secreted,"activated CD4-positive, alpha-beta T cell",IL2,1,TRUE,no,0.057,0.009
IL21R,ENSG00000103522,3,3,Interleukin-21 receptor (IL-21 receptor) (IL-21R) (Novel interleukin receptor) (CD antigen CD360),Membrane,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",IL2,1,TRUE,no,0.041,0.11
IL22,ENSG00000127318,3,3,Interleukin-22 (IL-22) (Cytokine Zcyto18) (IL-10-related T-cell-derived-inducible factor) (IL-TIF),Secreted,CD4-positive helper T cell;T-helper 1 cell;type I NK T cell,IL10,0.666666666666667,TRUE,no,0.072,0.01
IL23R,ENSG00000162594,3,3,Interleukin-23 receptor (IL-23 receptor) (IL-23R),Cell membrane,mucosal invariant T cell;group 3 innate lymphoid cell,IL12,1,TRUE,no,0.066,0.027
IL24,ENSG00000162892,4,4,Interleukin-24 (IL-24) (Melanoma differentiation-associated gene 7 protein) (MDA-7) (Suppression of tumorigenicity 16 protein),Secreted,myoepithelial cell;myoepithelial cell of mammary gland;vascular associated smooth muscle cell;mural cell,IL10,0,TRUE,no,0.088,0.019
IL25,ENSG00000166090,3,3,Interleukin-25 (IL-25) (Interleukin-17E) (IL-17E),Secreted,,IL17,,TRUE,no,0.028,
IL26,ENSG00000111536,3,3,Interleukin-26 (IL-26) (Protein AK155),Secreted,,IL10,,TRUE,no,0.084,0.014
IL3,ENSG00000164399,3,3,Interleukin-3 (IL-3) (Hematopoietic growth factor) (Mast cell growth factor) (MCGF) (Multipotential colony-stimulating factor) (P-cell-stimulating factor),Secreted,,IL4,,TRUE,no,0.025,
IL31,ENSG00000204671,3,3,Interleukin-31 (IL-31),Secreted,,IL6,,TRUE,no,0.046,0.009
IL33,ENSG00000137033,2,2,Interleukin-33 (IL-33) (Interleukin-1 family member 11) (IL-1F11) (Nuclear factor from high endothelial venules) (NF-HEV),Nucleus,respiratory basal cell;basal cell of epithelium of trachea;retinal blood vessel endothelial cell;lung microvascular endothelial cell;lung endothelial cell;club cell;endothelial cell of sinusoid;endothelial cell of hepatic sinusoid;endothelial cell of uterus;endocardial cell;follicular dendritic cell,IL1,0.181818181818182,TRUE,no,0.752,0.681
IL37,ENSG00000125571,3,3,Interleukin-37 (IL-37) (FIL1 zeta) (IL-1X) (Interleukin-1 family member 7) (IL-1F7) (Interleukin-1 homolog 4) (IL-1H) (IL-1H4) (Interleukin-1 zeta) (IL-1 zeta) (Interleukin-1-related protein) (IL-1RP1),Cytoplasm,brush cell of trachebronchial tree;brush cell of bronchus,IL1,0,TRUE,no,0.023,
IL3RA,ENSG00000185291,3,3,Interleukin-3 receptor subunit alpha (IL-3 receptor subunit alpha) (IL-3R subunit alpha) (IL-3R-alpha) (IL-3RA) (CD antigen CD123),Membrane,"prostate gland microvascular endothelial cell;gut endothelial cell;granulocyte;dendritic cell;plasmacytoid dendritic cell;plasmacytoid dendritic cell, human;dendritic cell, human;common dendritic progenitor",IL4,0.75,TRUE,no,0.876,1.149
IL5RA,ENSG00000091181,3,3,Interleukin-5 receptor subunit alpha (IL-5 receptor subunit alpha) (IL-5R subunit alpha) (IL-5R-alpha) (IL-5RA) (CDw125) (CD antigen CD125),Membrane,granulocyte;basophil;eosinophil;mast cell;promyelocyte;basophil mast progenitor cell;granulocytopoietic cell,IL4,0.714285714285714,TRUE,no,0.136,0.042
IL6R,ENSG00000160712,3,3,Interleukin-6 receptor subunit alpha (IL-6 receptor subunit alpha) (IL-6R subunit alpha) (IL-6R-alpha) (IL-6RA) (IL-6R 1) (Membrane glycoprotein 80) (gp80) (CD antigen CD126),Secreted,,IL6,,TRUE,no,2.653,2.937
IL6ST,ENSG00000134352,2,2,Interleukin-6 receptor subunit beta (IL-6 receptor subunit beta) (IL-6R subunit beta) (IL-6R-beta) (IL-6RB) (CDw130) (Interleukin-6 signal transducer) (Membrane glycoprotein 130) (gp130) (Oncostatin-M receptor subunit alpha) (CD antigen CD130),Secreted,skeletal muscle satellite stem cell;intrahepatic cholangiocyte;vasa recta ascending limb cell;retinal blood vessel endothelial cell;glomerular capillary endothelial cell;lung microvascular endothelial cell;lung endothelial cell;type B pancreatic cell;fenestrated cell;glomerular endothelial cell;endothelial cell of sinusoid;endothelial cell of hepatic sinusoid;endothelial cell of pericentral hepatic sinusoid;surface ectodermal cell;skeletal muscle satellite cell;connective tissue cell;fibroblast;fibroblast of lung,IL6;IL12;LIFR;OSM,0.0555555555555556,TRUE,no,29.643,22.846
IL7,ENSG00000104432,3,3,Interleukin-7 (IL-7),Secreted,neuroendocrine cell;chromaffin cell,IL2,0,TRUE,no,0.877,0.301
IL9,ENSG00000145839,3,3,Interleukin-9 (IL-9) (Cytokine P40) (T-cell growth factor P40),Secreted,"activated CD8-positive, alpha-beta T cell;type I NK T cell",IL2,1,TRUE,no,0.026,
IL9R,ENSG00000124334,3,3,Interleukin-9 receptor (IL-9 receptor) (IL-9R) (CD antigen CD129),Cell membrane,"CD8-positive, alpha-beta memory T cell;CD8-positive, alpha-beta memory T cell, CD45RO-positive;effector memory CD8-positive, alpha-beta T cell;group 2 innate lymphoid cell",IL2,1,TRUE,no,0.051,0.047
INPP5D,ENSG00000168918,2,2,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1",Cytoplasm,macrophage;tissue-resident macrophage;central nervous system macrophage;microglial cell;mature microglial cell;professional antigen presenting cell;immature innate lymphoid cell,,1,FALSE,no,0.804,1.861
IQGAP1,ENSG00000140575,2,2,Ras GTPase-activating-like protein IQGAP1 (p195),Cell membrane,alternatively activated macrophage;neutrophil;mature conventional dendritic cell;myeloid leukocyte;myeloid cell,,1,FALSE,no,14.685,16.393
IRF7,ENSG00000185507,2,2,Interferon regulatory factor 7 (IRF-7),Nucleus;Cytoplasm,"bone marrow cell;granulocyte monocyte progenitor cell;professional antigen presenting cell;dendritic cell;plasmacytoid dendritic cell;plasmacytoid dendritic cell, human;dendritic cell, human;activated CD4-positive, alpha-beta T cell, human;activated CD8-positive, alpha-beta T cell, human;IgG plasma cell;common dendritic progenitor",,0.909090909090909,FALSE,no,0.991,0.876
ITGA4,ENSG00000115232,3,3,Integrin alpha-4 (CD49 antigen-like family member D) (Integrin alpha-IV) (VLA-4 subunit alpha) (CD antigen CD49d),Membrane,"hematopoietic cell;eosinophil;immature natural killer cell;megakaryocyte-erythroid progenitor cell;erythroid progenitor cell;erythroid progenitor cell, mammalian;basophil mast progenitor cell;hematopoietic precursor cell;hematopoietic multipotent progenitor cell;early lymphoid progenitor;common lymphoid progenitor",SPP1;MK;FN1;L1CAM;MADCAM;VCAM,0.727272727272727,FALSE,no,1.285,2.169
ITGAD,ENSG00000156886,3,3,Integrin alpha-D (ADB2) (CD11 antigen-like family member D) (Leukointegrin alpha D) (CD antigen CD11d),Membrane,"type I NK T cell;decidual natural killer cell, human",VCAM,1,FALSE,no,0.052,0.04
ITGAL,ENSG00000005844,3,3,Integrin alpha-L (CD11 antigen-like family member A) (Leukocyte adhesion glycoprotein LFA-1 alpha chain) (LFA-1A) (Leukocyte function-associated molecule 1 alpha chain) (CD antigen CD11a),Cell membrane,"non-classical monocyte;alpha-beta T cell;mature alpha-beta T cell;CD4-positive, alpha-beta cytotoxic T cell;CD8-positive, alpha-beta cytotoxic T cell;activated CD8-positive, alpha-beta T cell, human;CD8-positive, alpha-beta cytokine secreting effector T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;mucosal invariant T cell;mature gamma-delta T cell;mature T cell;innate lymphoid cell;natural killer cell;CD16-positive, CD56-dim natural killer cell, human",ICAM;JAM,1,FALSE,no,0.621,2.107
ITGAV,ENSG00000138448,2,2,Integrin alpha-V (Vitronectin receptor) (Vitronectin receptor subunit alpha) (CD antigen CD51),Cell membrane,pigmented ciliary epithelial cell;type B pancreatic cell;kidney glomerular epithelial cell;podocyte;retinal pigment epithelial cell,NRG;IGF;SPP1;ANGPTL;PTN;PERIOSTIN;COLLAGEN;FN1;LAMININ;THBS;VTN;TENASCIN;DSPP;VWF;BSP;DMP1;CD23;JAM;L1CAM;THY1;ADGRA;ADGRB;ADGRE;MMP,0,TRUE,no,7.177,5.973
ITGB2,ENSG00000160255,2,2,"Integrin beta-2 (Cell surface adhesion glycoproteins LFA-1/CR3/p150,95 subunit beta) (Complement receptor C3 subunit beta) (CD antigen CD18)",Cell membrane,"phagocyte;classical monocyte;CD14-positive, CD16-negative classical monocyte;hematopoietic cell;leukocyte;dendritic cell;conventional dendritic cell;myeloid dendritic cell;CD1c-positive myeloid dendritic cell;myeloid leukocyte;monocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;mononuclear cell;CD8-positive, alpha-beta cytotoxic T cell;innate lymphoid cell;natural killer cell;CD16-positive, CD56-dim natural killer cell, human;ILC1, human;myeloid cell",CD40;COMPLEMENT;CD23;GP1BA;ICAM;JAM;THY1;VCAM,0.954545454545455,TRUE,no,4.874,6.89
ITGB3,ENSG00000259207,3,3,Integrin beta-3 (Platelet membrane glycoprotein IIIa) (GPIIIa) (CD antigen CD61),Cell membrane,blood cell;platelet;megakaryocyte-erythroid progenitor cell;megakaryocyte,NRG;IGF;CD40;SPP1;ANGPTL;PTN;PERIOSTIN;FN1;THBS;VTN;TENASCIN;VWF;BSP;DMP1;CD23;L1CAM;THY1;ADGRA;ADGRE;MMP,0,TRUE,no,0.71,0.636
ITGB7,ENSG00000139626,3,3,Integrin beta-7 (Gut homing receptor beta subunit),Cell membrane,"plasmablast;IgA plasmablast;lymphocyte;CD8-positive, alpha-beta cytotoxic T cell;exhausted T cell;plasma cell;IgG plasma cell;IgM plasma cell;IgA plasma cell;CD16-positive, CD56-dim natural killer cell, human;group 2 innate lymphoid cell",FN1;CDH1;L1CAM;MADCAM;VCAM,1,FALSE,no,0.169,0.284
ITK,ENSG00000113263,3,3,Tyrosine-protein kinase ITK/TSK,Cytoplasm,"mononuclear cell;lymphocyte;T cell;alpha-beta T cell;mature alpha-beta T cell;CD4-positive, alpha-beta T cell;CD4-positive helper T cell;T follicular helper cell;CD4-positive, CD25-positive, alpha-beta regulatory T cell;naive regulatory T cell;naive thymus-derived CD4-positive, alpha-beta T cell;activated CD4-positive, alpha-beta T cell, human;CD4-positive, alpha-beta memory T cell;CD4-positive, alpha-beta memory T cell, CD45RO-positive;central memory CD4-positive, alpha-beta T cell;effector memory CD4-positive, alpha-beta T cell;CD4-positive, alpha-beta cytotoxic T cell;effector CD4-positive, alpha-beta T cell;CD8-positive, alpha-beta T cell;naive thymus-derived CD8-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;type I NK T cell;mature T cell;memory T cell;regulatory T cell;naive T cell;DN3 thymocyte;group 2 innate lymphoid cell;DN1 thymic pro-T cell",,0.933333333333333,FALSE,no,0.08,0.154
KCNE1,ENSG00000180509,2,2,Potassium voltage-gated channel subfamily E member 1 (Delayed rectifier potassium channel subunit IsK) (IKs producing slow voltage-gated potassium channel subunit beta Mink) (Minimal potassium channel),Cell membrane,immature innate lymphoid cell,,1,FALSE,no,0.033,0.015
KIR2DL1,ENSG00000125498,3,3,Killer cell immunoglobulin-like receptor 2DL1 (CD158 antigen-like family member A) (Natural killer-associated transcript 1) (NKAT-1) (p58 natural killer cell receptor clones CL-42/47.11) (p58 NK receptor CL-42/47.11) (p58.1 MHC class-I-specific NK receptor) (CD antigen CD158a),Cell membrane,"gamma-delta T cell;innate lymphoid cell;natural killer cell;CD16-negative, CD56-bright natural killer cell, human;CD16-positive, CD56-dim natural killer cell, human;decidual natural killer cell, human",MHC-I,1,TRUE,no,0.027,0.014
KIR2DL4,ENSG00000189013,3,3,Killer cell immunoglobulin-like receptor 2DL4 (CD158 antigen-like family member D) (G9P) (Killer cell inhibitory receptor 103AS) (KIR-103AS) (MHC class I NK cell receptor KIR103AS) (CD antigen CD158d),Cell membrane,"gamma-delta T cell;innate lymphoid cell;natural killer cell;CD16-negative, CD56-bright natural killer cell, human;decidual natural killer cell, human;ILC1, human",,1,FALSE,no,0.02,0.009
KIR3DL1,ENSG00000167633,3,3,Killer cell immunoglobulin-like receptor 3DL1 (CD158 antigen-like family member E) (HLA-BW4-specific inhibitory NK cell receptor) (Natural killer-associated transcript 3) (NKAT-3) (p70 natural killer cell receptor clones CL-2/CL-11) (p70 NK receptor CL-2/CL-11) (CD antigen CD158e),Cell membrane,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated;gamma-delta T cell;mature gamma-delta T cell;innate lymphoid cell;natural killer cell;CD16-negative, CD56-bright natural killer cell, human;CD16-positive, CD56-dim natural killer cell, human",MHC-I,1,TRUE,no,0.019,0.009
KLHL14,ENSG00000197705,3,3,Kelch-like protein 14 (Protein interactor of Torsin-1A) (Printor) (Protein interactor of torsinA),Cytoplasm,B-1a B cell;IgG plasmablast;small pre-B-II cell;IgG plasma cell;IgM plasma cell,,1,FALSE,no,0.053,0.037
KLRC2,ENSG00000205809,3,3,NKG2-C type II integral membrane protein (CD159 antigen-like family member C) (NK cell receptor C) (NKG2-C-activating NK receptor) (CD antigen CD159c),Cell membrane,"CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta cytotoxic T cell;CD8-positive, alpha-beta memory T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;CD8-positive, alpha-beta memory T cell, CD45RO-positive;effector memory CD8-positive, alpha-beta T cell;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;mature NK T cell;gamma-delta T cell;mature gamma-delta T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;intraepithelial lymphocyte;innate lymphoid cell;natural killer cell;CD16-negative, CD56-bright natural killer cell, human;CD16-positive, CD56-dim natural killer cell, human;decidual natural killer cell, human;ILC1, human",MHC-I,1,TRUE,no,0.021,
KLRG1,ENSG00000139187,3,3,Killer cell lectin-like receptor subfamily G member 1 (C-type lectin domain family 15 member A) (ITIM-containing receptor MAFA-L) (MAFA-like receptor) (Mast cell function-associated antigen),Cell membrane,"lymphocyte;T cell;mature alpha-beta T cell;CD4-positive, alpha-beta cytotoxic T cell;CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta cytotoxic T cell;activated CD8-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell, human;CD8-positive, alpha-beta memory T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;CD8-positive, alpha-beta memory T cell, CD45RO-positive;effector memory CD8-positive, alpha-beta T cell;effector CD8-positive, alpha-beta T cell;mucosal invariant T cell;gamma-delta T cell;mature gamma-delta T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;mature T cell;memory T cell;double negative T regulatory cell;ILC1, human;group 2 innate lymphoid cell",CDH1,0.954545454545455,FALSE,no,0.392,0.399
