gene,category,rationale,exclude_recommended,in_5K_reference,gene_id,full_name,location,cell_type,cellchat_pathway,detection_pct_0041435,detection_pct_0041534,n_cells_0041435,n_cells_0041534,log2_detection_ratio_0041534_over_0041435,HALLMARK,REACTOME,KEGG,n_pathways
AP2M1,,,no,True,ENSG00000161203,AP-2 complex subunit mu (AP-2 mu chain) (Adaptin-mu2) (Adaptor protein complex AP-2 subunit mu) (Adaptor-related protein complex 2 subunit mu) (Clathrin assembly protein complex 2 mu medium chain) (Clathrin coat assembly protein AP50) (Clathrin coat-associated protein AP50) (HA2 50 kDa subunit) (Plasma membrane adaptor AP-2 50 kDa protein),Cell membrane,fallopian tube secretory epithelial cell;Hofbauer cell,,16.272,9.636,75519,23288,-0.756,PI3K/AKT/mTOR  Signaling; Protein Secretion,"Adaptive Immune System R-HSA-1280218; Axon Guidance R-HSA-422475; Beta-catenin Independent WNT Signaling R-HSA-3858494; Cargo Recognition For Clathrin-Mediated Endocytosis R-HSA-8856825; Clathrin-mediated Endocytosis R-HSA-8856828; Developmental Biology R-HSA-1266738; Disease R-HSA-1643685; EPH-Ephrin Signaling R-HSA-2682334; EPH-ephrin Mediated Repulsion Of Cells R-HSA-3928665; Formation Of Annular Gap Junctions R-HSA-196025; Gap Junction Degradation R-HSA-190873; Gap Junction Trafficking And Regulation R-HSA-157858; Gap Junction Trafficking R-HSA-190828; Glutamate Binding, Activation Of AMPA Receptors And Synaptic Plasticity R-HSA-399721; HIV Infection R-HSA-162906; Host Interactions Of HIV Factors R-HSA-162909; Immune System R-HSA-168256; Infectious Disease R-HSA-5663205; L1CAM Interactions R-HSA-373760; LDL Clearance R-HSA-8964038; MHC Class II Antigen Presentation R-HSA-2132295; Membrane Trafficking R-HSA-199991; Nef Mediated CD4 Down-regulation R-HSA-167590; Nef Mediated CD8 Down-regulation R-HSA-182218; Nef-mediated Downmodulation Of Cell Surface Receptors By Recruitment To Clathrin Adapters R-HSA-164938; Nervous System Development R-HSA-9675108; Neuronal System R-HSA-112316; Neurotransmitter Receptors And Postsynaptic Signal Transmission R-HSA-112314; PCP/CE Pathway R-HSA-4086400; Plasma Lipoprotein Assembly, Remodeling, And Clearance R-HSA-174824; Plasma Lipoprotein Clearance R-HSA-8964043; Potential Therapeutics For SARS R-HSA-9679191; Recycling Pathway Of L1 R-HSA-437239; Retrograde Neurotrophin Signaling R-HSA-177504; Role Of Nef In HIV-1 Replication And Disease Pathogenesis R-HSA-164952; SARS-CoV Infections R-HSA-9679506; Signal Transduction R-HSA-162582; Signaling By NTRK1 (TRKA) R-HSA-187037; Signaling By NTRKs R-HSA-166520; Signaling By Receptor Tyrosine Kinases R-HSA-9006934; Signaling By WNT R-HSA-195721; Trafficking Of GluR2-containing AMPA Receptors R-HSA-416993; Transmission Across Chemical Synapses R-HSA-112315; Transport Of Small Molecules R-HSA-382551; VLDLR Internalisation And Degradation R-HSA-8866427; Vesicle-mediated Transport R-HSA-5653656; WNT5A-dependent Internalization Of FZD2, FZD5 And ROR2 R-HSA-5140745; WNT5A-dependent Internalization Of FZD4 R-HSA-5099900",Endocrine and other factor-regulated calcium reabsorption; Endocytosis; Huntington disease; Synaptic vesicle cycle,54
AP3B2,,,no,True,ENSG00000103723,AP-3 complex subunit beta-2 (Adaptor protein complex AP-3 subunit beta-2) (Adaptor-related protein complex 3 subunit beta-2) (Beta-3B-adaptin) (Clathrin assembly protein complex 3 beta-2 large chain) (Neuron-specific vesicle coat protein beta-NAP),Cytoplasmic vesicle,,,0.393,0.423,1823,1023,0.108,,,Lysosome,1
AP3D1,,,no,True,ENSG00000065000,AP-3 complex subunit delta-1 (AP-3 complex subunit delta) (Adaptor-related protein complex 3 subunit delta-1) (Delta-adaptin),Cytoplasm,,,10.376,5.752,48155,13901,-0.851,,,Lysosome,1
AP5B1,,,no,True,ENSG00000254470,AP-5 complex subunit beta-1 (Adaptor-related protein complex 5 beta subunit) (Beta5),,,,2.911,2.945,13512,7118,0.017,,,,0
APAF1,,,no,True,ENSG00000120868,Apoptotic protease-activating factor 1 (APAF-1),Cytoplasm,,,1.167,1.348,5418,3257,0.207,p53 Pathway,"Activation Of Caspases Thru Apoptosome-Mediated Cleavage R-HSA-111459; Apoptosis R-HSA-109581; Apoptotic Factor-Mediated Response R-HSA-111471; Cytochrome C-Mediated Apoptotic Response R-HSA-111461; Formation Of Apoptosome R-HSA-111458; Gene Expression (Transcription) R-HSA-74160; Generic Transcription Pathway R-HSA-212436; Immune System R-HSA-168256; Innate Immune System R-HSA-168249; Intrinsic Pathway For Apoptosis R-HSA-109606; Neutrophil Degranulation R-HSA-6798695; Programmed Cell Death R-HSA-5357801; RNA Polymerase II Transcription R-HSA-73857; SMAC (DIABLO) Binds To IAPs R-HSA-111463; SMAC, XIAP-regulated Apoptotic Response R-HSA-111469; TP53 Regulates Transcription Of Caspase Activators And Caspases R-HSA-6803207; TP53 Regulates Transcription Of Cell Death Genes R-HSA-5633008; Transcriptional Regulation By E2F6 R-HSA-8953750; Transcriptional Regulation By TP53 R-HSA-3700989",Alzheimer disease; Amyotrophic lateral sclerosis; Apoptosis; Epstein-Barr virus infection; Hepatitis B; Hepatitis C; Herpes simplex virus 1 infection; Huntington disease; Influenza A; Legionellosis; Lipid and atherosclerosis; Measles; Parkinson disease; Pathways in cancer; Pathways of neurodegeneration; Prion disease; Small cell lung cancer; Tuberculosis; p53 signaling pathway,39
APC,,,no,True,ENSG00000134982,Adenomatous polyposis coli protein (Protein APC) (Deleted in polyposis 2.5),Cell junction,enteroendocrine cell of small intestine;astrocyte,,0.941,0.989,4368,2390,0.071,Mitotic Spindle; TGF-beta Signaling,,Alzheimer disease; Basal cell carcinoma; Breast cancer; Colorectal cancer; Cushing syndrome; Endometrial cancer; Gastric cancer; Hepatocellular carcinoma; Hippo signaling pathway; Human papillomavirus infection; MicroRNAs in cancer; Pathways in cancer; Pathways of neurodegeneration; Regulation of actin cytoskeleton; Signaling pathways regulating pluripotency of stem cells; Wnt signaling pathway,18
APELA,,,no,True,ENSG00000248329,Apelin receptor early endogenous ligand (Protein Elabela) (ELA) (Protein Toddler),Secreted,,APJ,0.057,0.081,264,196,0.512,,,,0
APEX2,,,no,True,ENSG00000169188,DNA-(apurinic or apyrimidinic site) endonuclease 2,Nucleus,,,1.164,0.855,5400,2067,-0.444,,,Base excision repair,1
APH1B,,,no,True,ENSG00000138613,Gamma-secretase subunit APH-1B (APH-1b) (Aph-1beta) (Presenilin-stabilization factor-like),Membrane,,,1.659,1.27,7698,3069,-0.385,,"Activated NOTCH1 Transmits Signal To Nucleus R-HSA-2122948; Amyloid Fiber Formation R-HSA-977225; Axon Guidance R-HSA-422475; Cell Death Signaling Via NRAGE, NRIF And NADE R-HSA-204998; Constitutive Signaling By NOTCH1 HD+PEST Domain Mutants R-HSA-2894862; Death Receptor Signaling R-HSA-73887; Developmental Biology R-HSA-1266738; Disease R-HSA-1643685; Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202; EPH-Ephrin Signaling R-HSA-2682334; EPH-ephrin Mediated Repulsion Of Cells R-HSA-3928665; Metabolism Of Proteins R-HSA-392499; NOTCH2 Activation And Transmission Of Signal To Nucleus R-HSA-2979096; NOTCH3 Activation And Transmission Of Signal To Nucleus R-HSA-9013507; NOTCH4 Activation And Transmission Of Signal To Nucleus R-HSA-9013700; NRIF Signals Cell Death From Nucleus R-HSA-205043; Nervous System Development R-HSA-9675108; Noncanonical Activation Of NOTCH3 R-HSA-9017802; Nuclear Signaling By ERBB4 R-HSA-1251985; P75 NTR Receptor-Mediated Signaling R-HSA-193704; Regulated Proteolysis Of p75NTR R-HSA-193692; Signal Transduction R-HSA-162582; Signaling By ERBB4 R-HSA-1236394; Signaling By NOTCH R-HSA-157118; Signaling By NOTCH1 R-HSA-1980143; Signaling By NOTCH2 R-HSA-1980145; Signaling By NOTCH3 R-HSA-9012852; Signaling By NOTCH4 R-HSA-9013694; Signaling By Receptor Tyrosine Kinases R-HSA-9006934",Alzheimer disease; Notch signaling pathway,31
API5,,,no,True,ENSG00000166181,Apoptosis inhibitor 5 (API-5) (Antiapoptosis clone 11 protein) (AAC-11) (Cell migration-inducing gene 8 protein) (Fibroblast growth factor 2-interacting factor) (FIF) (Protein XAGL),Nucleus,,,4.133,3.464,19181,8372,-0.255,,,,0
APLF,,,no,True,ENSG00000169621,Aprataxin and PNK-like factor,Nucleus,,,1.094,1.015,5075,2453,-0.108,,,,0
APOBEC3D,,,no,True,ENSG00000243811,DNA dC->dU-editing enzyme APOBEC-3D (A3D) (A3DE),Cytoplasm,,,0.631,0.483,2929,1168,-0.385,,,Human immunodeficiency virus 1 infection,1
APOBEC3F,,,no,True,ENSG00000128394,DNA dC->dU-editing enzyme APOBEC-3F,Cytoplasm;Cytoplasm,,,0.752,0.642,3492,1551,-0.23,Complement,,Human immunodeficiency virus 1 infection,2
APOL1,,,no,True,ENSG00000100342,Apolipoprotein L1 (Apolipoprotein L) (Apo-L) (ApoL) (Apolipoprotein L-I) (ApoL-I),Secreted,,,3.382,1.892,15696,4573,-0.838,,Binding And Uptake Of Ligands By Scavenger Receptors R-HSA-2173782; Metabolism Of Proteins R-HSA-392499; Post-translational Protein Modification R-HSA-597592; Post-translational Protein Phosphorylation R-HSA-8957275; Regulation Of IGF Transport And Uptake By IGFBPs R-HSA-381426; Scavenging Of Heme From Plasma R-HSA-2168880; Vesicle-mediated Transport R-HSA-5653656,African trypanosomiasis,8
APOM,,,no,True,ENSG00000204444,Apolipoprotein M (Apo-M) (ApoM) (Protein G3a),Secreted,epithelial cell of proximal tubule,,0.253,0.26,1173,628,0.04,UV Response Up,Metabolism Of Fat-Soluble Vitamins R-HSA-6806667; Metabolism Of Vitamins And Cofactors R-HSA-196854; Metabolism R-HSA-1430728; Retinoid Metabolism And Transport R-HSA-975634; Sensory Perception R-HSA-9709957; Visual Phototransduction R-HSA-2187338,,7
APPBP2,,,no,True,ENSG00000062725,Amyloid protein-binding protein 2 (Amyloid beta precursor protein-binding protein 2) (APP-BP2) (Protein interacting with APP tail 1),Nucleus,,,2.247,1.786,10430,4317,-0.331,Androgen Response,,,1
APTX,,,no,True,ENSG00000137074,Aprataxin,Nucleus,,,2.018,1.94,9365,4689,-0.057,,,,0
AQP4,,,no,True,ENSG00000171885,Aquaporin-4 (AQP-4) (Mercurial-insensitive water channel) (MIWC) (WCH4),Cell membrane,epithelial cell of lung;epithelial cell of alveolus of lung;pneumocyte;type I pneumocyte;type II pneumocyte;astrocyte;mature astrocyte;radial glial cell;Mueller cell;forebrain radial glial cell;neural progenitor cell;lung secretory cell,,0.046,0.044,215,106,-0.079,,Aquaporin-mediated Transport R-HSA-445717; Passive Transport By Aquaporins R-HSA-432047; Transport Of Small Molecules R-HSA-382551; Vasopressin Regulates Renal Water Homeostasis Via Aquaporins R-HSA-432040,Bile secretion; Vasopressin-regulated water reabsorption,6
AQP7,,,no,True,ENSG00000165269,Aquaporin-7 (AQP-7) (Aquaglyceroporin-7) (Aquaporin adipose) (AQPap) (Aquaporin-7-like),Cell membrane,fat cell;white fat cell;brown fat cell;subcutaneous fat cell;adipocyte of breast;epicardial adipocyte;adipocyte of epicardial fat of left ventricle,,1.113,1.291,5166,3121,0.214,Fatty Acid Metabolism,Aquaporin-mediated Transport R-HSA-445717; Passive Transport By Aquaporins R-HSA-432047; Transport Of Small Molecules R-HSA-382551,PPAR signaling pathway; Regulation of lipolysis in adipocytes,6
AQP8,,,no,True,ENSG00000103375,Aquaporin-8 (AQP-8),Cell membrane,pancreatic acinar cell;acinar cell,,0.125,,578,0,,,Aquaporin-mediated Transport R-HSA-445717; Cellular Response To Chemical Stress R-HSA-9711123; Cellular Responses To Stimuli R-HSA-8953897; Cellular Responses To Stress R-HSA-2262752; Detoxification Of Reactive Oxygen Species R-HSA-3299685; Passive Transport By Aquaporins R-HSA-432047; Transport Of Small Molecules R-HSA-382551,Bile secretion,8
AQP9,,,no,True,ENSG00000103569,Aquaporin-9 (AQP-9) (Aquaglyceroporin-9) (Small solute channel 1),Cell membrane,blood cell;granulocyte;neutrophil,,0.109,0.144,507,348,0.398,Bile Acid Metabolism; Inflammatory Response; Xenobiotic Metabolism,Aquaporin-mediated Transport R-HSA-445717; Passive Transport By Aquaporins R-HSA-432047; Transport Of Small Molecules R-HSA-382551,Bile secretion; Neutrophil extracellular trap formation,8
AR,,,no,True,ENSG00000169083,Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4),Nucleus,luminal cell of prostate epithelium;neuron,Androstenedione;DHT;Testosterone,0.53,0.436,2462,1054,-0.283,Bile Acid Metabolism; Estrogen Response Early,,Chemical carcinogenesis; Oocyte meiosis; Pathways in cancer; Prostate cancer,6
ARF1,,,no,True,ENSG00000143761,ADP-ribosylation factor 1,Golgi apparatus membrane,pancreatic D cell,,7.633,5.798,35426,14013,-0.397,PI3K/AKT/mTOR  Signaling; Protein Secretion,,Endocytosis; Legionellosis; Pathogenic Escherichia coli infection; Phospholipase D signaling pathway; Salmonella infection; Shigellosis; Vibrio cholerae infection,9
ARFIP1,,,no,True,ENSG00000164144,Arfaptin-1 (ADP-ribosylation factor-interacting protein 1),Golgi apparatus,,,1.431,1.467,6643,3545,0.035,Protein Secretion,,,1
ARG2,,,no,True,ENSG00000081181,"Arginase-2, mitochondrial",Mitochondrion,kidney collecting duct epithelial cell;kidney collecting duct principal cell;renal principal cell,,0.267,0.208,1237,503,-0.357,Xenobiotic Metabolism,Metabolism Of Amino Acids And Derivatives R-HSA-71291; Metabolism R-HSA-1430728; Urea Cycle R-HSA-70635,Amoebiasis; Arginine and proline metabolism; Arginine biosynthesis,7
ARHGAP35,,,no,True,ENSG00000160007,Rho GTPase-activating protein 35 (Glucocorticoid receptor DNA-binding factor 1) (Glucocorticoid receptor repression factor 1) (GRF-1) (Rho GAP p190A) (p190-A),Cytoplasm,,,4.411,3.335,20472,8060,-0.404,,"Axon Guidance R-HSA-422475; CDC42 GTPase Cycle R-HSA-9013148; Developmental Biology R-HSA-1266738; Nervous System Development R-HSA-9675108; PTK6 Regulates RHO GTPases, RAS GTPase And MAP Kinases R-HSA-8849471; RAC1 GTPase Cycle R-HSA-9013149; RAC2 GTPase Cycle R-HSA-9013404; RAC3 GTPase Cycle R-HSA-9013423; RHO GTPase Cycle R-HSA-9012999; RHOA GTPase Cycle R-HSA-8980692; RHOB GTPase Cycle R-HSA-9013026; RHOC GTPase Cycle R-HSA-9013106; RHOD GTPase Cycle R-HSA-9013405; RHOG GTPase Cycle R-HSA-9013408; RHOJ GTPase Cycle R-HSA-9013409; RHOQ GTPase Cycle R-HSA-9013406; RND1 GTPase Cycle R-HSA-9696273; RND2 GTPase Cycle R-HSA-9696270; RND3 GTPase Cycle R-HSA-9696264; Sema4D In Semaphorin Signaling R-HSA-400685; Sema4D Mediated Inhibition Of Cell Attachment And Migration R-HSA-416550; Semaphorin Interactions R-HSA-373755; Signal Transduction R-HSA-162582; Signaling By Non-Receptor Tyrosine Kinases R-HSA-9006927; Signaling By Rho GTPases R-HSA-194315; Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",Focal adhesion; Leukocyte transendothelial migration; Platelet activation; Regulation of actin cytoskeleton,30
ARHGAP36,,,no,True,ENSG00000147256,Rho GTPase-activating protein 36,,,,0.17,0.127,788,308,-0.414,,,,0
ARHGEF2,,,no,True,ENSG00000116584,Rho guanine nucleotide exchange factor 2 (Guanine nucleotide exchange factor H1) (GEF-H1) (Microtubule-regulated Rho-GEF) (Proliferating cell nucleolar antigen p40),Cytoplasm,,,9.258,8.688,42966,20998,-0.092,Mitotic Spindle,"Cell Death Signaling Via NRAGE, NRIF And NADE R-HSA-204998; Death Receptor Signaling R-HSA-73887; G Alpha (12/13) Signaling Events R-HSA-416482; GPCR Downstream Signaling R-HSA-388396; NRAGE Signals Death Thru JNK R-HSA-193648; P75 NTR Receptor-Mediated Signaling R-HSA-193704; RHO GTPase Cycle R-HSA-9012999; RHOA GTPase Cycle R-HSA-8980692; RHOB GTPase Cycle R-HSA-9013026; Signal Transduction R-HSA-162582; Signaling By GPCR R-HSA-372790; Signaling By Rho GTPases R-HSA-194315; Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",Fluid shear stress and atherosclerosis; Pathogenic Escherichia coli infection; Shigellosis; Tight junction,18
ARID1A,,,no,True,ENSG00000117713,"AT-rich interactive domain-containing protein 1A (ARID domain-containing protein 1A) (B120) (BRG1-associated factor 250) (BAF250) (BRG1-associated factor 250a) (BAF250A) (Osa homolog 1) (hOSA1) (SWI-like protein) (SWI/SNF complex protein p270) (SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin subfamily F member 1) (hELD)",Nucleus,,,5.397,4.265,25047,10307,-0.34,,Chromatin Modifying Enzymes R-HSA-3247509; Gene Expression (Transcription) R-HSA-74160; Generic Transcription Pathway R-HSA-212436; RMTs Methylate Histone Arginines R-HSA-3214858; RNA Polymerase II Transcription R-HSA-73857; RUNX1 Interacts With Co-Factors Whose Precise Effect On RUNX1 Targets Is Not Known R-HSA-8939243; Transcriptional Regulation By RUNX1 R-HSA-8878171,Hepatocellular carcinoma; Thermogenesis,9
ARID3B,,,no,True,ENSG00000179361,AT-rich interactive domain-containing protein 3B (ARID domain-containing protein 3B) (Bright and dead ringer protein) (Bright-like protein),Nucleus,,,1.751,1.407,8125,3400,-0.316,,,,0
ARL4D,,,no,True,ENSG00000175906,ADP-ribosylation factor-like protein 4D (ADP-ribosylation factor-like protein 4L),Nucleus,endosteal cell,,0.485,0.381,2253,922,-0.348,,,,0
ARL8B,,,no,True,ENSG00000134108,ADP-ribosylation factor-like protein 8B,Late endosome membrane,,,6.16,5.87,28588,14187,-0.07,,,Salmonella infection,1
ARMC5,,,no,True,ENSG00000140691,Armadillo repeat-containing protein 5,Cytoplasm,,,0.838,0.577,3890,1394,-0.539,,,Cushing syndrome,1
ARMC7,,,no,True,ENSG00000125449,Armadillo repeat-containing protein 7,,,,0.687,0.639,3188,1545,-0.104,,,,0
ARMH3,,,no,True,ENSG00000120029,Armadillo-like helical domain-containing protein 3,Golgi apparatus membrane,,,2.462,2.54,11428,6140,0.045,,,,0
ARNT,,,no,True,ENSG00000143437,"Aryl hydrocarbon receptor nuclear translocator (ARNT protein) (Class E basic helix-loop-helix protein 2) (bHLHe2) (Dioxin receptor, nuclear translocator) (Hypoxia-inducible factor 1-beta) (HIF-1-beta) (HIF1-beta)",Nucleus,,,3.851,3.191,17870,7712,-0.271,,,Chemical carcinogenesis; Cushing syndrome; HIF-1 signaling pathway; Pathways in cancer; Renal cell carcinoma,5
ARNTL,,,no,True,ENSG00000133794,,,,,1.359,1.324,6308,3199,-0.038,,,Circadian rhythm; Dopaminergic synapse,2
ARRB1,,,no,True,ENSG00000137486,Beta-arrestin-1 (Arrestin beta-1) (Non-visual arrestin-2),Cytoplasm;Nucleus;Cell membrane;Membrane,,,2.412,3.219,11193,7780,0.417,Notch Signaling,"Activated NOTCH1 Transmits Signal To Nucleus R-HSA-2122948; Activation Of SMO R-HSA-5635838; Cargo Recognition For Clathrin-Mediated Endocytosis R-HSA-8856825; Clathrin-mediated Endocytosis R-HSA-8856828; Deubiquitination R-HSA-5688426; Disease R-HSA-1643685; Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202; G Alpha (S) Signaling Events R-HSA-418555; GPCR Downstream Signaling R-HSA-388396; Golgi Associated Vesicle Biogenesis R-HSA-432722; Hedgehog On State R-HSA-5632684; Hemostasis R-HSA-109582; Lysosome Vesicle Biogenesis R-HSA-432720; MAP2K And MAPK Activation R-HSA-5674135; MAPK Family Signaling Cascades R-HSA-5683057; MAPK1/MAPK3 Signaling R-HSA-5684996; Membrane Trafficking R-HSA-199991; Metabolism Of Proteins R-HSA-392499; Oncogenic MAPK Signaling R-HSA-6802957; Paradoxical Activation Of RAF Signaling By Kinase Inactive BRAF R-HSA-6802955; Platelet Activation, Signaling And Aggregation R-HSA-76002; Post-translational Protein Modification R-HSA-597592; RAF/MAP Kinase Cascade R-HSA-5673001; Signal Transduction R-HSA-162582; Signaling By BRAF And RAF1 Fusions R-HSA-6802952; Signaling By GPCR R-HSA-372790; Signaling By Hedgehog R-HSA-5358351; Signaling By High-Kinase Activity BRAF Mutants R-HSA-6802948; Signaling By NOTCH R-HSA-157118; Signaling By NOTCH1 R-HSA-1980143; Signaling By RAF1 Mutants R-HSA-9656223; Thrombin Signaling Thru Proteinase Activated Receptors (PARs) R-HSA-456926; Ub-specific Processing Proteases R-HSA-5689880; Vesicle-mediated Transport R-HSA-5653656; trans-Golgi Network Vesicle Budding R-HSA-199992","Chemical carcinogenesis; Chemokine signaling pathway; Dopaminergic synapse; Endocytosis; GnRH secretion; Hedgehog signaling pathway; MAPK signaling pathway; Morphine addiction; Olfactory transduction; Parathyroid hormone synthesis, secretion and action; Relaxin signaling pathway",47
ART1,,,no,True,ENSG00000129744,GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1,Sarcoplasmic reticulum membrane,,,0.023,,106,0,,,,,0
ART3,,,no,True,ENSG00000156219,Ecto-ADP-ribosyltransferase 3,Cell membrane,skeletal muscle fiber;fast muscle cell;cell of skeletal muscle;chondrocyte,,0.068,0.096,316,231,0.489,Spermatogenesis,Metabolism Of Proteins R-HSA-392499; Post-translational Modification: Synthesis Of GPI-anchored Proteins R-HSA-163125; Post-translational Protein Modification R-HSA-597592,,4
ART4,,,no,True,ENSG00000111339,Ecto-ADP-ribosyltransferase 4,Cell membrane,,,0.061,0.094,283,227,0.623,,Metabolism Of Proteins R-HSA-392499; Post-translational Modification: Synthesis Of GPI-anchored Proteins R-HSA-163125; Post-translational Protein Modification R-HSA-597592,,3
ASCC2,,,no,True,ENSG00000100325,Activating signal cointegrator 1 complex subunit 2 (ASC-1 complex subunit p100) (Trip4 complex subunit p100),Nucleus,,,2.021,2.015,9378,4871,-0.004,,DNA Damage Reversal R-HSA-73942; DNA Repair R-HSA-73894; Reversal Of Alkylation Damage By DNA Dioxygenases R-HSA-73943,,3
